This surface was created by:		
1)Scanning the Mckay 1969 Snowmelt tables from the original paper		
2)Digitizing the scanned immage into XYZ values		
3)interpolating a uniform 100x100 grid using TableCurve 3d 		
X = temperature in Celcius		
Y = julain day		
z= Snow melt potential in mm		
X_temp	 Y_Jday	Grid_pot
0.31425365	346.9499954	0
0.31425365	350.6387429	0
0.31425365	354.3274904	0.00192865
0.31425365	358.0162379	0.00889061
0.31425365	361.7049854	0.01037011
0.31425365	365.393733	0
0.47138047	0.20772823	0.0140464
0.47138047	3.89647576	0.02047351
0.47138047	7.58522328	0.02048077
0.47138047	11.2739708	0.01990964
0.47138047	14.96271832	0.01931765
0.47138047	18.65146585	0.0191992
0.47138047	22.34021337	0.01942588
0.47138047	26.02896089	0.019811
0.47138047	29.71770841	0.01882178
0.47138047	33.40645594	0.02022598
0.47138047	37.09520346	0.02755789
0.47138047	40.78395098	0.01222351
0.47138047	44.4726985	0.01208855
0.47138047	48.16144603	0
0.47138047	51.85019355	0
0.47138047	55.53894107	0
0.47138047	59.22768859	0
0.47138047	62.91643612	0
0.47138047	66.60518364	0
0.47138047	70.29393116	0
0.47138047	73.98267868	0
0.47138047	77.67142621	0
0.47138047	81.36017373	0
0.47138047	85.04892125	0
0.47138047	88.73766877	0.13490785
0.47138047	92.4264163	0.40462762
0.47138047	96.11516382	0.73679362
0.47138047	99.80391134	1.06875686
0.47138047	103.4926589	1.40211478
0.47138047	107.1814064	1.76242884
0.47138047	110.8701539	2.14857332
0.47138047	114.5589014	2.51990806
0.47138047	118.247649	2.91123828
0.47138047	121.9363965	3.19398272
0.47138047	125.625144	3.41393609
0.47138047	129.3138915	3.61462309
0.47138047	133.0026391	3.7973187
0.47138047	136.6913866	3.96329787
0.47138047	140.3801341	4.11383557
0.47138047	144.0688816	4.25020677
0.47138047	147.7576291	4.37368645
0.47138047	151.4463767	4.48554956
0.47138047	155.1351242	4.58707107
0.47138047	158.8238717	4.67952595
0.47138047	162.5126192	4.76418917
0.47138047	166.2013668	4.84233569
0.47138047	169.8901143	4.91524049
0.47138047	173.5788618	4.98435126
0.47138047	177.2676093	5.05272136
0.47138047	180.9563568	5.12109169
0.47138047	184.6451044	5.18946205
0.47138047	188.3338519	5.25783224
0.47138047	192.0225994	5.32620209
0.47138047	195.7113469	5.3945714
0.47138047	199.4000945	5.46293998
0.47138047	203.088842	5.5294364
0.47138047	206.7775895	5.58758464
0.47138047	210.466337	5.633698
0.47138047	214.1550845	5.66427821
0.47138047	217.8438321	5.67582698
0.47138047	221.5325796	5.66484605
0.47138047	225.2213271	5.62783713
0.47138047	228.9100746	5.56130193
0.47138047	232.5988222	5.46174219
0.47138047	236.2875697	5.32565961
0.47138047	239.9763172	5.14955593
0.47138047	243.6650647	4.92993286
0.47138047	247.3538122	4.66329212
0.47138047	251.0425598	4.34613544
0.47138047	254.7313073	3.98689695
0.47138047	258.4200548	3.64072284
0.47138047	262.1088023	3.31453194
0.47138047	265.7975499	3.0077906
0.47138047	269.4862974	2.71996521
0.47138047	273.1750449	2.45052213
0.47138047	276.8637924	2.19892773
0.47138047	280.55254	1.96263534
0.47138047	284.2412875	1.72801904
0.47138047	287.930035	1.49418421
0.47138047	291.6187825	1.26302326
0.47138047	295.30753	1.03642862
0.47138047	298.9962776	0.81629272
0.47138047	302.6850251	0.60450799
0.47138047	306.3737726	0.39936179
0.47138047	310.0625201	0.17582859
0.47138047	313.7512677	0.01568906
0.47138047	317.4400152	0
0.47138047	321.1287627	0
0.47138047	324.8175102	0
0.47138047	328.5062577	0
0.47138047	332.1950053	0
0.47138047	335.8837528	0
0.47138047	339.5725003	0
0.47138047	343.2612478	0
0.47138047	346.9499954	0
0.47138047	350.6387429	0
0.47138047	354.3274904	0.00308332
0.47138047	358.0162379	0.01292241
0.47138047	361.7049854	0.01513537
0.47138047	365.393733	0
0.6285073	0.20772823	0.01746201
0.6285073	3.89647576	0.02596285
0.6285073	7.58522328	0.02550321
0.6285073	11.2739708	0.02478232
0.6285073	14.96271832	0.02408525
0.6285073	18.65146585	0.02394126
0.6285073	22.34021337	0.02421601
0.6285073	26.02896089	0.02473059
0.6285073	29.71770841	0.02312519
0.6285073	33.40645594	0.02522452
0.6285073	37.09520346	0.03317639
0.6285073	40.78395098	0.01479111
0.6285073	44.4726985	0.01491391
0.6285073	48.16144603	0
0.6285073	51.85019355	0
0.6285073	55.53894107	0
0.6285073	59.22768859	0
0.6285073	62.91643612	0
0.6285073	66.60518364	0
0.6285073	70.29393116	0
0.6285073	73.98267868	0
0.6285073	77.67142621	0
0.6285073	81.36017373	0
0.6285073	85.04892125	0
0.6285073	88.73766877	0.20444881
0.6285073	92.4264163	0.5667022
0.6285073	96.11516382	1.00250193
0.6285073	99.80391134	1.43890004
0.6285073	103.4926589	1.88229458
0.6285073	107.1814064	2.36041223
0.6285073	110.8701539	2.86455766
0.6285073	114.5589014	3.35876331
0.6285073	118.247649	3.87658752
0.6285073	121.9363965	4.24987588
0.6285073	125.625144	4.54995433
0.6285073	129.3138915	4.83057291
0.6285073	133.0026391	5.09300661
0.6285073	136.6913866	5.33853039
0.6285073	140.3801341	5.5684192
0.6285073	144.0688816	5.78394803
0.6285073	147.7576291	5.98639184
0.6285073	151.4463767	6.17702559
0.6285073	155.1351242	6.35712425
0.6285073	158.8238717	6.52796279
0.6285073	162.5126192	6.69081618
0.6285073	166.2013668	6.84695939
0.6285073	169.8901143	6.99766737
0.6285073	173.5788618	7.1442151
0.6285073	177.2676093	7.28787755
0.6285073	180.9563568	7.42734132
0.6285073	184.6451044	7.55729117
0.6285073	188.3338519	7.67420751
0.6285073	192.0225994	7.77459205
0.6285073	195.7113469	7.85494652
0.6285073	199.4000945	7.91177264
0.6285073	203.088842	7.94157213
0.6285073	206.7775895	7.9408467
0.6285073	210.466337	7.90609809
0.6285073	214.1550845	7.83382801
0.6285073	217.8438321	7.72053818
0.6285073	221.5325796	7.56273032
0.6285073	225.2213271	7.35690615
0.6285073	228.9100746	7.09956739
0.6285073	232.5988222	6.78721577
0.6285073	236.2875697	6.41935997
0.6285073	239.9763172	6.04537257
0.6285073	243.6650647	5.68336361
0.6285073	247.3538122	5.33279946
0.6285073	251.0425598	4.99314649
0.6285073	254.7313073	4.66387106
0.6285073	258.4200548	4.34443955
0.6285073	262.1088023	4.03431833
0.6285073	265.7975499	3.73297377
0.6285073	269.4862974	3.43987223
0.6285073	273.1750449	3.14978241
0.6285073	276.8637924	2.85474312
0.6285073	280.55254	2.55643448
0.6285073	284.2412875	2.25674889
0.6285073	287.930035	1.95757879
0.6285073	291.6187825	1.6608166
0.6285073	295.30753	1.36835476
0.6285073	298.9962776	1.08208567
0.6285073	302.6850251	0.80390178
0.6285073	306.3737726	0.53155637
0.6285073	310.0625201	0.23520537
0.6285073	313.7512677	0.02472301
0.6285073	317.4400152	0
0.6285073	321.1287627	0
0.6285073	324.8175102	0
0.6285073	328.5062577	0
0.6285073	332.1950053	0
0.6285073	335.8837528	0
0.6285073	339.5725003	0
0.6285073	343.2612478	0
0.6285073	346.9499954	0
0.6285073	350.6387429	0
0.6285073	354.3274904	0.00391355
0.6285073	358.0162379	0.01627371
0.6285073	361.7049854	0.01910401
0.6285073	365.393733	0
0.78563412	0.20772823	0.01979203
0.78563412	3.89647576	0.02981072
0.78563412	7.58522328	0.02894691
0.78563412	11.2739708	0.02812881
0.78563412	14.96271832	0.02737003
0.78563412	18.65146585	0.02719808
0.78563412	22.34021337	0.02751296
0.78563412	26.02896089	0.02810499
0.78563412	29.71770841	0.02599705
0.78563412	33.40645594	0.02871443
0.78563412	37.09520346	0.03586486
0.78563412	40.78395098	0.01645732
0.78563412	44.4726985	0.01683705
0.78563412	48.16144603	0
0.78563412	51.85019355	0
0.78563412	55.53894107	0
0.78563412	59.22768859	0
0.78563412	62.91643612	0
0.78563412	66.60518364	0
0.78563412	70.29393116	0
0.78563412	73.98267868	0
0.78563412	77.67142621	0
0.78563412	81.36017373	0
0.78563412	85.04892125	0
0.78563412	88.73766877	0.29173104
0.78563412	92.4264163	0.74678369
0.78563412	96.11516382	1.28191786
0.78563412	99.80391134	1.81882207
0.78563412	103.4926589	2.36943575
0.78563412	107.1814064	2.96220484
0.78563412	110.8701539	3.58017431
0.78563412	114.5589014	4.19396678
0.78563412	118.247649	4.83519412
0.78563412	121.9363965	5.29652946
0.78563412	125.625144	5.67673299
0.78563412	129.3138915	6.03728316
0.78563412	133.0026391	6.37945495
0.78563412	136.6913866	6.70452333
0.78563412	140.3801341	7.01376326
0.78563412	144.0688816	7.30844972
0.78563412	147.7576291	7.58985765
0.78563412	151.4463767	7.85926205
0.78563412	155.1351242	8.11793786
0.78563412	158.8238717	8.36716006
0.78563412	162.5126192	8.60820362
0.78563412	166.2013668	8.84234351
0.78563412	169.8901143	9.07028174
0.78563412	173.5788618	9.28099105
0.78563412	177.2676093	9.46717336
0.78563412	180.9563568	9.6253304
0.78563412	184.6451044	9.75196389
0.78563412	188.3338519	9.84357555
0.78563412	192.0225994	9.8966671
0.78563412	195.7113469	9.90774026
0.78563412	199.4000945	9.87329675
0.78563412	203.088842	9.78983829
0.78563412	206.7775895	9.65386661
0.78563412	210.466337	9.46188341
0.78563412	214.1550845	9.21039043
0.78563412	217.8438321	8.89589571
0.78563412	221.5325796	8.55183653
0.78563412	225.2213271	8.21175103
0.78563412	228.9100746	7.87510558
0.78563412	232.5988222	7.54136654
0.78563412	236.2875697	7.21000029
0.78563412	239.9763172	6.88047319
0.78563412	243.6650647	6.55225162
0.78563412	247.3538122	6.22480194
0.78563412	251.0425598	5.89759052
0.78563412	254.7313073	5.57008374
0.78563412	258.4200548	5.24174795
0.78563412	262.1088023	4.91187244
0.78563412	265.7975499	4.57425638
0.78563412	269.4862974	4.2274277
0.78563412	273.1750449	3.87327884
0.78563412	276.8637924	3.51370222
0.78563412	280.55254	3.15059025
0.78563412	284.2412875	2.78583538
0.78563412	287.930035	2.42133002
0.78563412	291.6187825	2.05896659
0.78563412	295.30753	1.70063753
0.78563412	298.9962776	1.34823526
0.78563412	302.6850251	1.0036522
0.78563412	306.3737726	0.66061854
0.78563412	310.0625201	0.29830917
0.78563412	313.7512677	0.03893945
0.78563412	317.4400152	0
0.78563412	321.1287627	0
0.78563412	324.8175102	0
0.78563412	328.5062577	0
0.78563412	332.1950053	0
0.78563412	335.8837528	0
0.78563412	339.5725003	0
0.78563412	343.2612478	0
0.78563412	346.9499954	0
0.78563412	350.6387429	0
0.78563412	354.3274904	0.00405759
0.78563412	358.0162379	0.01864878
0.78563412	361.7049854	0.02194543
0.78563412	365.393733	0
0.94276094	0.20772823	0.02076506
0.94276094	3.89647576	0.03143708
0.94276094	7.58522328	0.0304066
0.94276094	11.2739708	0.02953455
0.94276094	14.96271832	0.02878204
0.94276094	18.65146585	0.02857804
0.94276094	22.34021337	0.02892633
0.94276094	26.02896089	0.02953842
0.94276094	29.71770841	0.02710824
0.94276094	33.40645594	0.03013298
0.94276094	37.09520346	0.03613676
0.94276094	40.78395098	0.01715519
0.94276094	44.4726985	0.01762794
0.94276094	48.16144603	0
0.94276094	51.85019355	0
0.94276094	55.53894107	0
0.94276094	59.22768859	0
0.94276094	62.91643612	0
0.94276094	66.60518364	0
0.94276094	70.29393116	0
0.94276094	73.98267868	0
0.94276094	77.67142621	0
0.94276094	81.36017373	0
0.94276094	85.04892125	0
0.94276094	88.73766877	0.40003701
0.94276094	92.4264163	0.94645251
0.94276094	96.11516382	1.57685349
0.94276094	99.80391134	2.21020304
0.94276094	103.4926589	2.8635531
0.94276094	107.1814064	3.56752095
0.94276094	110.8701539	4.29444898
0.94276094	114.5589014	5.02589586
0.94276094	118.247649	5.78395716
0.94276094	121.9363965	6.33131123
0.94276094	125.625144	6.79163983
0.94276094	129.3138915	7.23212159
0.94276094	133.0026391	7.65403148
0.94276094	136.6913866	8.05864446
0.94276094	140.3801341	8.4472355
0.94276094	144.0688816	8.82107958
0.94276094	147.7576291	9.18145165
0.94276094	151.4463767	9.52962668
0.94276094	155.1351242	9.86687965
0.94276094	158.8238717	10.19448551
0.94276094	162.5126192	10.50832429
0.94276094	166.2013668	10.78784536
0.94276094	169.8901143	11.02784768
0.94276094	173.5788618	11.22483297
0.94276094	177.2676093	11.37530296
0.94276094	180.9563568	11.47575935
0.94276094	184.6451044	11.52270388
0.94276094	188.3338519	11.51263825
0.94276094	192.0225994	11.4420642
0.94276094	195.7113469	11.30748345
0.94276094	199.4000945	11.10539771
0.94276094	203.088842	10.8512803
0.94276094	206.7775895	10.59085977
0.94276094	210.466337	10.32587453
0.94276094	214.1550845	10.05579094
0.94276094	217.8438321	9.78007538
0.94276094	221.5325796	9.49819421
0.94276094	225.2213271	9.2096138
0.94276094	228.9100746	8.91380052
0.94276094	232.5988222	8.61022074
0.94276094	236.2875697	8.29834084
0.94276094	239.9763172	7.97762717
0.94276094	243.6650647	7.64754611
0.94276094	247.3538122	7.30756403
0.94276094	251.0425598	6.9571473
0.94276094	254.7313073	6.59505579
0.94276094	258.4200548	6.21833476
0.94276094	262.1088023	5.82835029
0.94276094	265.7975499	5.42699481
0.94276094	269.4862974	5.01616075
0.94276094	273.1750449	4.59774052
0.94276094	276.8637924	4.17362656
0.94276094	280.55254	3.74571128
0.94276094	284.2412875	3.31588711
0.94276094	287.930035	2.88604649
0.94276094	291.6187825	2.45808183
0.94276094	295.30753	2.03388555
0.94276094	298.9962776	1.6153501
0.94276094	302.6850251	1.20436788
0.94276094	306.3737726	0.78877505
0.94276094	310.0625201	0.36711875
0.94276094	313.7512677	0.06054738
0.94276094	317.4400152	0
0.94276094	321.1287627	0
0.94276094	324.8175102	0
0.94276094	328.5062577	0
0.94276094	332.1950053	0
0.94276094	335.8837528	0
0.94276094	339.5725003	0
0.94276094	343.2612478	0
0.94276094	346.9499954	0
0.94276094	350.6387429	0
0.94276094	354.3274904	0.00454852
0.94276094	358.0162379	0.0197519
0.94276094	361.7049854	0.02335202
0.94276094	365.393733	0
1.09988777	0.20772823	0.0201097
1.09988777	3.89647576	0.0305106
1.09988777	7.58522328	0.02947701
1.09988777	11.2739708	0.02860435
1.09988777	14.96271832	0.02793133
1.09988777	18.65146585	0.02771701
1.09988777	22.34021337	0.02806572
1.09988777	26.02896089	0.02869058
1.09988777	29.71770841	0.02612963
1.09988777	33.40645594	0.02890791
1.09988777	37.09520346	0.03397586
1.09988777	40.78395098	0.01683891
1.09988777	44.4726985	0.01705656
1.09988777	48.16144603	0
1.09988777	51.85019355	0
1.09988777	55.53894107	0
1.09988777	59.22768859	0
1.09988777	62.91643612	0
1.09988777	66.60518364	0
1.09988777	70.29393116	0
1.09988777	73.98267868	0
1.09988777	77.67142621	0
1.09988777	81.36017373	0
1.09988777	85.04892125	0
1.09988777	88.73766877	0.53264916
1.09988777	92.4264163	1.16679143
1.09988777	96.11516382	1.88909917
1.09988777	99.80391134	2.61472306
1.09988777	103.4926589	3.36627777
1.09988777	107.1814064	4.17607479
1.09988777	110.8701539	5.0063978
1.09988777	114.5589014	5.85271244
1.09988777	118.247649	6.71953495
1.09988777	121.9363965	7.35158892
1.09988777	125.625144	7.8920426
1.09988777	129.3138915	8.41245594
1.09988777	133.0026391	8.91410393
1.09988777	136.6913866	9.39826151
1.09988777	140.3801341	9.86620367
1.09988777	144.0688816	10.31920537
1.09988777	147.7576291	10.75854158
1.09988777	151.4463767	11.18548725
1.09988777	155.1351242	11.58241974
1.09988777	158.8238717	11.92834012
1.09988777	162.5126192	12.21975
1.09988777	166.2013668	12.45315109
1.09988777	169.8901143	12.62504511
1.09988777	173.5788618	12.73193378
1.09988777	177.2676093	12.77031883
1.09988777	180.9563568	12.73670197
1.09988777	184.6451044	12.63486946
1.09988777	188.3338519	12.51185542
1.09988777	192.0225994	12.37627191
1.09988777	195.7113469	12.22758528
1.09988777	199.4000945	12.06526192
1.09988777	203.088842	11.88876819
1.09988777	206.7775895	11.69757046
1.09988777	210.466337	11.4911351
1.09988777	214.1550845	11.26892848
1.09988777	217.8438321	11.03041696
1.09988777	221.5325796	10.77506692
1.09988777	225.2213271	10.50234473
1.09988777	228.9100746	10.21171676
1.09988777	232.5988222	9.90264937
1.09988777	236.2875697	9.57460893
1.09988777	239.9763172	9.22706182
1.09988777	243.6650647	8.8594744
1.09988777	247.3538122	8.47148746
1.09988777	251.0425598	8.06429506
1.09988777	254.7313073	7.63978841
1.09988777	258.4200548	7.19985991
1.09988777	262.1088023	6.746402
1.09988777	265.7975499	6.28130711
1.09988777	269.4862974	5.80646765
1.09988777	273.1750449	5.32377606
1.09988777	276.8637924	4.83512475
1.09988777	280.55254	4.34240616
1.09988777	284.2412875	3.84751271
1.09988777	287.930035	3.35233682
1.09988777	291.6187825	2.85877092
1.09988777	295.30753	2.36870743
1.09988777	298.9962776	1.88403879
1.09988777	302.6850251	1.40665741
1.09988777	306.3737726	0.91948447
1.09988777	310.0625201	0.44323629
1.09988777	313.7512677	0.09178223
1.09988777	317.4400152	0
1.09988777	321.1287627	0
1.09988777	324.8175102	0
1.09988777	328.5062577	0
1.09988777	332.1950053	0
1.09988777	335.8837528	0
1.09988777	339.5725003	0
1.09988777	343.2612478	0
1.09988777	346.9499954	0
1.09988777	350.6387429	0
1.09988777	354.3274904	0.00570365
1.09988777	358.0162379	0.01928736
1.09988777	361.7049854	0.0230665
1.09988777	365.393733	0
1.25701459	0.20772823	0.01755455
1.25701459	3.89647576	0.02667239
1.25701459	7.58522328	0.02575287
1.25701459	11.2739708	0.02496548
